Categoria,SubCategoria,Modelo,Cor,Tamanho,Preço Custo Unit,Data Pedido,Pais,Estado,UF,Cidade,Região,Pedidos Qtd,Total Venda,ID_VENDA
Acessórios,Pneus e Tubos,Mountain Tire Tube,,,"1,87",01/04/2020,Brasil,Bahia,BA,Iuiú,Nordeste,3,"14,97",8856
Acessórios,Pneus e Tubos,Mountain Tire Tube,,,"1,87",01/04/2020,Brasil,Paraná,PR,Foz do Iguaçu,Sul,3,"14,97",8857
Bicicletas,Bikes em turnê,Touring-1000,Azul,50,"1481,94",01/10/2019,Brasil,Rio Grande do Sul,RS,Jaboticaba,Sul,1,"2384,07",8858
Bicicletas,Bikes em turnê,Touring-1000,Amarela,46,"1481,94",01/10/2019,Brasil,Paraná,PR,Rio Branco do Ivaí,Sul,1,"1430,44",8859
Bicicletas,Bikes em turnê,Touring-2000,Azul,54,"755,15",01/10/2019,Brasil,Paraná,PR,Pinhal de São Bento,Sul,1,"728,91",8860
Bicicletas,Bikes em turnê,Touring-3000,Amarela,62,"461,44",01/10/2019,Brasil,Paraná,PR,Toledo,Sul,1,"445,41",8861
Roupas,Cápsulas,Cycling Cap,Multi,,"6,92",01/10/2019,Brasil,Rio Grande do Sul,RS,Segredo,Sul,1,"8,99",8862
Roupas,Camisolas,Short-Sleeve Classic Jersey,Amarela,Médio,"41,57",01/10/2019,Brasil,Maranhão,MA,Grajaú,Nordeste,1,"53,99",8863
Acessórios,Pneus e Tubos,Touring Tire Tube,,,"1,87",01/04/2020,Brasil,Goiás,GO,Estrela do Norte,Centro-Oeste,3,"14,97",8864
Roupas,Camisolas,Short-Sleeve Classic Jersey,Amarela,Pequeno,"41,57",01/10/2019,Brasil,Minas Gerais,MG,Leopoldina,Sudeste,1,"53,99",8865
Roupas,Camisolas,Short-Sleeve Classic Jersey,Amarela,Extra Grande,"41,57",01/10/2019,Brasil,Paraná,PR,Paiçandu,Sul,1,"53,99",8866
Roupas,Cápsulas,Cycling Cap,Multi,,"6,92",01/11/2019,Brasil,Minas Gerais,MG,Laranjal,Sudeste,3,"26,97",8867
Acessórios,Bicicletários,Hitch Rack - 4-Bike,,,"44,88",01/11/2019,Brasil,Piauí,PI,Sebastião Leal,Norte,1,120,8868
Acessórios,Garrafas e Gaiolas,Road Bottle Cage,,,"3,36",01/11/2019,Brasil,Goiás,GO,Aloândia,Centro-Oeste,1,"8,99",8869
Roupas,Luvas,Half-Finger Gloves,Preto,Pequeno,"9,16",01/04/2020,Brasil,São Paulo,SP,Palmital,Sudeste,3,"73,47",8870
Roupas,Camisolas,Long-Sleeve Logo Jersey,Multi,Médio,"38,49",01/04/2020,Brasil,Paraná,PR,Uraí,Sul,3,"89,98",8871
Acessórios,Garrafas e Gaiolas,Water Bottle,,,"1,87",01/11/2019,Brasil,Piauí,PI,Gilbués,Norte,1,"4,99",8872
Acessórios,Capacetes,Sport-100,Azul,,"13,09",01/11/2019,Brasil,Mato Grosso,MT,Tabaporã,Centro-Oeste,1,"34,99",8873
Acessórios,Pneus e Tubos,HL Mountain Tire,,,"13,09",01/11/2019,Brasil,Tocantins,TO,Santa Terezinha do Tocantins,Norte,1,35,8874
Acessórios,Pneus e Tubos,LL Mountain Tire,,,"9,35",01/11/2019,Brasil,Rio Grande do Sul,RS,Vista Alegre,Sul,1,"24,99",8875
Acessórios,Pneus e Tubos,LL Road Tire,,,"8,04",01/11/2019,Brasil,Minas Gerais,MG,São José do Goiabal,Sudeste,1,"21,49",8876
Acessórios,Garrafas e Gaiolas,Mountain Bottle Cage,,,"3,74",01/04/2020,Brasil,Minas Gerais,MG,Mar de Espanha,Sudeste,2,"19,98",8877
Acessórios,Pneus e Tubos,Mountain Tire Tube,,,"1,87",01/11/2019,Brasil,Goiás,GO,Itapaci,Centro-Oeste,1,"4,99",8878
Acessórios,Garrafas e Gaiolas,Road Bottle Cage,,,"3,36",01/04/2020,Brasil,São Paulo,SP,Itaju,Sudeste,2,"17,98",8879
Acessórios,Pneus e Tubos,Patch kit,,,"0,86",01/11/2019,Brasil,Rio Grande do Sul,RS,Espumoso,Sul,1,"2,29",8880
Acessórios,Pneus e Tubos,Road Tire Tube,,,"1,49",01/11/2019,Brasil,Santa Catarina,SC,Laguna,Sul,1,"3,99",8881
Bicicletas,Bicicletas de montanha,Mountain-200,Preto,38,"1251,98",01/11/2019,Brasil,Mato Grosso,MT,Jauru,Centro-Oeste,1,"2294,99",8882
Acessórios,Garrafas e Gaiolas,Road Bottle Cage,,,"3,36",01/04/2020,Brasil,Santa Catarina,SC,Biguaçu,Sul,2,"17,98",8883
Bicicletas,Bicicletas de montanha,Mountain-200,Preto,46,"1251,98",01/11/2019,Brasil,São Paulo,SP,Corumbataí,Sudeste,1,"2294,99",8884
Acessórios,Garrafas e Gaiolas,Road Bottle Cage,,,"3,36",01/04/2020,Brasil,Pernambuco,PE,Maraial,Nordeste,2,"17,98",8885
Acessórios,Garrafas e Gaiolas,Road Bottle Cage,,,"3,36",01/04/2020,Brasil,Acre,AC,Capixaba,Norte,2,"17,98",8886
Acessórios,Garrafas e Gaiolas,Road Bottle Cage,,,"3,36",01/04/2020,Brasil,Minas Gerais,MG,Uberlândia,Sudeste,2,"17,98",8887
Acessórios,Garrafas e Gaiolas,Road Bottle Cage,,,"3,36",01/04/2020,Brasil,Alagoas,AL,Limoeiro de Anadia,Nordeste,2,"17,98",8888
Acessórios,Garrafas e Gaiolas,Water Bottle,,,"1,87",01/04/2020,Brasil,Mato Grosso,MT,Primavera do Leste,Centro-Oeste,2,"9,98",8889
Bicicletas,Bicicletas de estrada,Road-550-W,Amarela,48,"713,08",01/11/2019,Brasil,Minas Gerais,MG,Pescador,Sudeste,1,"1120,49",8890
Bicicletas,Bicicletas de estrada,Road-750,Preto,44,"343,65",01/11/2019,Brasil,Rio Grande do Sul,RS,Cerrito,Sul,1,"539,99",8891
Acessórios,Garrafas e Gaiolas,Water Bottle,,,"1,87",01/04/2020,Brasil,Bahia,BA,Pindobaçu,Nordeste,2,"9,98",8892
Acessórios,Garrafas e Gaiolas,Water Bottle,,,"1,87",01/04/2020,Brasil,Pernambuco,PE,Casinhas,Nordeste,2,"9,98",8893
Bicicletas,Bicicletas de estrada,Road-750,Preto,48,"343,65",01/11/2019,Brasil,Goiás,GO,Jesúpolis,Centro-Oeste,1,"539,99",8894
Acessórios,Garrafas e Gaiolas,Water Bottle,,,"1,87",01/04/2020,Brasil,Minas Gerais,MG,Ipuiúna,Sudeste,2,"9,98",8895
Acessórios,Garrafas e Gaiolas,Water Bottle,,,"1,87",01/04/2020,Brasil,São Paulo,SP,Itapeva,Sudeste,2,"9,98",8896
Bicicletas,Bikes em turnê,Touring-1000,Amarela,50,"1481,94",01/11/2019,Brasil,Bahia,BA,Itaeté,Nordeste,1,"2384,07",8897
Acessórios,Limpadores,Bike Wash,,,"2,97",01/04/2020,Brasil,Paraná,PR,Campina Grande do Sul,Sul,2,"15,9",8898
Acessórios,Pára-lamas,Fender Set - Mountain,,,"8,22",01/04/2020,Brasil,Minas Gerais,MG,Juiz de Fora,Sudeste,2,"43,96",8899
Acessórios,Pára-lamas,Fender Set - Mountain,,,"8,22",01/04/2020,Brasil,Mato Grosso,MT,Campo Verde,Centro-Oeste,2,"43,96",8900
Acessórios,Pára-lamas,Fender Set - Mountain,,,"8,22",01/04/2020,Brasil,Tocantins,TO,Combinado,Norte,2,"43,96",8901
Acessórios,Pára-lamas,Fender Set - Mountain,,,"8,22",01/04/2020,Brasil,Sergipe,SE,Malhador,Nordeste,2,"43,96",8902
Acessórios,Pára-lamas,Fender Set - Mountain,,,"8,22",01/04/2020,Brasil,Minas Gerais,MG,Conceição do Pará,Sudeste,2,"43,96",8903
Acessórios,Capacetes,Sport-100,Preto,,"13,09",01/04/2020,Brasil,São Paulo,SP,Osasco,Sudeste,2,"69,98",8904
Acessórios,Capacetes,Sport-100,Preto,,"13,09",01/04/2020,Brasil,Bahia,BA,Cairu,Nordeste,2,"69,98",8905
Bicicletas,Bikes em turnê,Touring-1000,Amarela,54,"1481,94",01/11/2019,Brasil,Mato Grosso,MT,Salto do Céu,Centro-Oeste,1,"2384,07",8906
Acessórios,Capacetes,Sport-100,Preto,,"13,09",01/04/2020,Brasil,Ceará,CE,Barbalha,Nordeste,2,"69,98",8907
Roupas,Camisolas,Short-Sleeve Classic Jersey,Amarela,Grande,"41,57",01/11/2019,Brasil,Santa Catarina,SC,Braço do Trombudo,Sul,1,"53,99",8908
Roupas,Camisolas,Short-Sleeve Classic Jersey,Amarela,Médio,"41,57",01/11/2019,Brasil,Goiás,GO,Perolândia,Centro-Oeste,1,"53,99",8909
Acessórios,Capacetes,Sport-100,Preto,,"13,09",01/04/2020,Brasil,Espírito Santo,ES,Mucurici,Sudeste,2,"69,98",8910
Roupas,Camisolas,Short-Sleeve Classic Jersey,Amarela,Pequeno,"41,57",01/11/2019,Brasil,Bahia,BA,Itambé,Nordeste,1,"53,99",8911
Acessórios,Capacetes,Sport-100,Azul,,"13,09",01/04/2020,Brasil,Pará,PA,Limoeiro do Ajuru,Norte,2,"69,98",8912
Roupas,Coletes,Classic Vest,Azul,Pequeno,"23,75",01/12/2019,Brasil,São Paulo,SP,Rio Claro,Sudeste,20,"663,58",8913
Roupas,Cápsulas,Cycling Cap,Multi,,"6,92",01/12/2019,Brasil,São Paulo,SP,Palmares Paulista,Sudeste,19,"93,54",8914
Acessórios,Pacotes de hidratação,Hydration Pack,Prata,70,"20,57",01/12/2019,Brasil,Minas Gerais,MG,Salinas,Sudeste,13,"406,33",8915
Roupas,Luvas,Half-Finger Gloves,Preto,Médio,"9,16",01/12/2019,Brasil,Minas Gerais,MG,Águas Formosas,Sudeste,13,"180,96",8916
Roupas,Coletes,Classic Vest,Azul,Médio,"23,75",01/12/2019,Brasil,Rio Grande do Sul,RS,Boa Vista do Sul,Sul,13,"469,21",8917
Acessórios,Capacetes,Sport-100,Preto,,"13,09",01/12/2019,Brasil,Goiás,GO,Alto Horizonte,Centro-Oeste,11,"244,93",8918
Acessórios,Capacetes,Sport-100,Azul,,"13,09",01/04/2020,Brasil,Paraná,PR,Bom Sucesso,Sul,2,"69,98",8919
Acessórios,Capacetes,Sport-100,Azul,,"13,09",01/04/2020,Brasil,Goiás,GO,Santo Antônio do Descoberto,Centro-Oeste,2,"69,98",8920
Roupas,Camisolas,Long-Sleeve Logo Jersey,Multi,Grande,"38,49",01/12/2019,Brasil,São Paulo,SP,Irapuã,Sudeste,10,"299,94",8921
Acessórios,Capacetes,Sport-100,Vermelho,,"13,09",01/12/2019,Brasil,Tocantins,TO,Araguatins,Norte,9,"216,94",8922
Acessórios,Capacetes,Sport-100,Vermelho,,"13,09",01/04/2020,Brasil,Santa Catarina,SC,Presidente Castello Branco,Sul,2,"69,98",8923
Acessórios,Capacetes,Sport-100,Vermelho,,"13,09",01/04/2020,Brasil,Minas Gerais,MG,Serra da Saudade,Sudeste,2,"69,98",8924
Acessórios,Capacetes,Sport-100,Azul,,"13,09",01/12/2019,Brasil,Paraná,PR,Matinhos,Sul,8,"167,95",8925
Acessórios,Garrafas e Gaiolas,Water Bottle,,,"1,87",01/12/2019,Brasil,Ceará,CE,Frecheirinha,Nordeste,7,"20,96",8926
Acessórios,Limpadores,Bike Wash,,,"2,97",01/12/2019,Brasil,Santa Catarina,SC,Sombrio,Sul,7,"33,39",8927
Acessórios,Capacetes,Sport-100,Vermelho,,"13,09",01/04/2020,Brasil,Paraná,PR,Entre Rios do Oeste,Sul,2,"69,98",8928
Acessórios,Capacetes,Sport-100,Vermelho,,"13,09",01/04/2020,Brasil,Minas Gerais,MG,Rio Paranaíba,Sudeste,2,"69,98",8929
Roupas,Camisolas,Short-Sleeve Classic Jersey,Amarela,Extra Grande,"41,57",01/12/2019,Brasil,Ceará,CE,Banabuiú,Nordeste,7,"226,76",8930
Acessórios,Bicicletários,Hitch Rack - 4-Bike,,,"44,88",01/12/2019,Brasil,São Paulo,SP,Pontal,Sudeste,6,432,8931
Acessórios,Pneus e Tubos,HL Mountain Tire,,,"13,09",01/04/2020,Brasil,Bahia,BA,Presidente Dutra,Nordeste,2,70,8932
Roupas,Camisolas,Long-Sleeve Logo Jersey,Multi,Médio,"38,49",01/12/2019,Brasil,Paraná,PR,Rolândia,Sul,6,"179,96",8933
Acessórios,Pneus e Tubos,HL Mountain Tire,,,"13,09",01/04/2020,Brasil,Piauí,PI,Bom Princípio do Piauí,Norte,2,70,8934
Acessórios,Pneus e Tubos,HL Mountain Tire,,,"13,09",01/04/2020,Brasil,Tocantins,TO,Aliança do Tocantins,Norte,2,70,8935
Acessórios,Pneus e Tubos,HL Road Tire,,,"12,19",01/04/2020,Brasil,Paraíba,PB,Olho d'Água,Nordeste,2,"65,2",8936
Bicicletas,Bikes em turnê,Touring-3000,Azul,44,"461,44",01/12/2019,Brasil,Minas Gerais,MG,Estrela Dalva,Sudeste,5,"2227,05",8937
Roupas,Luvas,Half-Finger Gloves,Preto,Pequeno,"9,16",01/12/2019,Brasil,Alagoas,AL,Paripueira,Nordeste,5,"73,47",8938
Acessórios,Pneus e Tubos,LL Mountain Tire,,,"9,35",01/04/2020,Brasil,Paraná,PR,Marquinho,Sul,2,"49,98",8939
Acessórios,Pneus e Tubos,LL Mountain Tire,,,"9,35",01/04/2020,Brasil,Minas Gerais,MG,Água Comprida,Sudeste,2,"49,98",8940
Acessórios,Pneus e Tubos,LL Mountain Tire,,,"9,35",01/04/2020,Brasil,Rio Grande do Norte,RN,Apodi,Nordeste,2,"49,98",8941
Roupas,Camisolas,Short-Sleeve Classic Jersey,Amarela,Grande,"41,57",01/12/2019,Brasil,Rio de Janeiro,RJ,Seropédica,Sudeste,5,"161,97",8942
Roupas,Camisolas,Short-Sleeve Classic Jersey,Amarela,Pequeno,"41,57",01/12/2019,Brasil,São Paulo,SP,Serra Negra,Sudeste,5,"161,97",8943
Acessórios,Pneus e Tubos,ML Mountain Tire,,,"11,22",01/04/2020,Brasil,São Paulo,SP,Conchal,Sudeste,2,"59,98",8944
Componentes,Suportes inferiores,HL Bottom Bracket,,,"53,94",01/12/2019,Brasil,Santa Catarina,SC,Grão Pará,Sul,5,"364,47",8945
Acessórios,Pneus e Tubos,ML Road Tire,,,"9,35",01/04/2020,Brasil,Santa Catarina,SC,Anita Garibaldi,Sul,2,"49,98",8946
Acessórios,Pneus e Tubos,ML Road Tire,,,"9,35",01/04/2020,Brasil,Rio Grande do Sul,RS,Centenário,Sul,2,"49,98",8947
Bicicletas,Bikes em turnê,Touring-3000,Azul,58,"461,44",01/12/2019,Brasil,Rio Grande do Norte,RN,Sítio Novo,Nordeste,4,"1781,64",8948
Componentes,Suportes inferiores,LL Bottom Bracket,,,"23,97",01/12/2019,Brasil,Minas Gerais,MG,Santana do Garambéu,Sudeste,4,"129,58",8949
Componentes,Freios,Rear Brakes,Prata,,"47,29",01/12/2019,Brasil,Rio de Janeiro,RJ,Varre-Sai,Sudeste,4,"255,6",8950
Acessórios,Pneus e Tubos,ML Road Tire,,,"9,35",01/04/2020,Brasil,Rio Grande do Norte,RN,Guamaré,Nordeste,2,"49,98",8951
Componentes,Pedivelas,HL Crankset,Preto,,"179,82",01/12/2019,Brasil,Paraíba,PB,Assunção,Nordeste,4,"971,98",8952
Acessórios,Pneus e Tubos,Mountain Tire Tube,,,"1,87",01/04/2020,Brasil,Paraíba,PB,Santa Cecília,Nordeste,2,"9,98",8953
Componentes,Pedivelas,LL Crankset,Preto,,"77,92",01/12/2019,Brasil,Piauí,PI,Bonfim do Piauí,Norte,4,"421,18",8954
Acessórios,Pneus e Tubos,Mountain Tire Tube,,,"1,87",01/04/2020,Brasil,Minas Gerais,MG,Pitangui,Sudeste,2,"9,98",8955
Bicicletas,Bikes em turnê,Touring-1000,Azul,54,"1481,94",01/12/2019,Brasil,Santa Catarina,SC,Vargeão,Sul,3,"4291,33",8956
Acessórios,Pneus e Tubos,Mountain Tire Tube,,,"1,87",01/04/2020,Brasil,São Paulo,SP,Tejupá,Sudeste,2,"9,98",8957
Acessórios,Pneus e Tubos,Patch kit,,,"0,86",01/04/2020,Brasil,Bahia,BA,Novo Horizonte,Nordeste,2,"4,58",8958
Acessórios,Pneus e Tubos,Patch kit,,,"0,86",01/04/2020,Brasil,Santa Catarina,SC,Paraíso,Sul,2,"4,58",8959
Acessórios,Pneus e Tubos,Patch kit,,,"0,86",01/04/2020,Brasil,Tocantins,TO,Taipas do Tocantins,Norte,2,"4,58",8960
Bicicletas,Bikes em turnê,Touring-1000,Azul,60,"1481,94",01/12/2019,Brasil,Rio Grande do Norte,RN,Antônio Martins,Nordeste,3,"4291,33",8961
Bicicletas,Bikes em turnê,Touring-3000,Azul,54,"461,44",01/12/2019,Brasil,São Paulo,SP,Macaubal,Sudeste,3,"1336,23",8962
Bicicletas,Bikes em turnê,Touring-3000,Amarela,50,"461,44",01/12/2019,Brasil,Goiás,GO,Goianira,Centro-Oeste,3,"1336,23",8963
Acessórios,Pneus e Tubos,Patch kit,,,"0,86",01/04/2020,Brasil,Rio Grande do Sul,RS,Vista Alegre,Sul,2,"4,58",8964
Bicicletas,Bikes em turnê,Touring-3000,Amarela,54,"461,44",01/12/2019,Brasil,São Paulo,SP,Salto Grande,Sudeste,3,"1336,23",8965
Bicicletas,Bikes em turnê,Touring-3000,Amarela,58,"461,44",01/12/2019,Brasil,São Paulo,SP,Pedranópolis,Sudeste,3,"1336,23",8966
Acessórios,Pneus e Tubos,Patch kit,,,"0,86",01/04/2020,Brasil,Goiás,GO,Formoso,Centro-Oeste,2,"4,58",8967
Acessórios,Pneus e Tubos,Road Tire Tube,,,"1,49",01/04/2020,Brasil,São Paulo,SP,São João do Pau d'Alho,Sudeste,2,"7,98",8968
Acessórios,Pneus e Tubos,Road Tire Tube,,,"1,49",01/04/2020,Brasil,Paraíba,PB,Esperança,Nordeste,2,"7,98",8969
Componentes,Correntes,Chain,Prata,,"8,99",01/12/2019,Brasil,Rio Grande do Sul,RS,Caseiros,Sul,3,"36,43",8970
Componentes,Câmbio,Front Derailleur,Prata,,"40,62",01/12/2019,Brasil,Mato Grosso,MT,Novo Horizonte do Norte,Centro-Oeste,3,"164,68",8971
Componentes,Câmbio,Rear Derailleur,Prata,,"53,93",01/12/2019,Brasil,Paraíba,PB,São Bentinho,Nordeste,3,"218,63",8972
Acessórios,Pneus e Tubos,Road Tire Tube,,,"1,49",01/04/2020,Brasil,Paraná,PR,Cerro Azul,Sul,2,"7,98",8973
Acessórios,Pneus e Tubos,Road Tire Tube,,,"1,49",01/04/2020,Brasil,Pernambuco,PE,Itapetim,Nordeste,2,"7,98",8974
Componentes,Selas,HL Touring Seat/Saddle,,,"23,37",01/12/2019,Brasil,São Paulo,SP,Igaratá,Sudeste,3,"94,75",8975
Acessórios,Pneus e Tubos,LL Road Tire,,,"8,04",01/12/2019,Brasil,Rio Grande do Norte,RN,São Miguel,Nordeste,2,"42,98",8976
Bicicletas,Bikes em turnê,Touring-1000,Azul,46,"1481,94",01/12/2019,Brasil,Sergipe,SE,Riachão do Dantas,Nordeste,2,"2860,88",8977
Bicicletas,Bikes em turnê,Touring-1000,Amarela,46,"1481,94",01/12/2019,Brasil,Rio Grande do Sul,RS,Maquiné,Sul,2,"2860,88",8978
Acessórios,Pneus e Tubos,Road Tire Tube,,,"1,49",01/04/2020,Brasil,Santa Catarina,SC,Arvoredo,Sul,2,"7,98",8979
Acessórios,Pneus e Tubos,Touring Tire,,,"10,84",01/04/2020,Brasil,Espírito Santo,ES,Vila Valério,Sudeste,2,"57,98",8980
Bicicletas,Bikes em turnê,Touring-1000,Amarela,50,"1481,94",01/12/2019,Brasil,Pernambuco,PE,Água Preta,Nordeste,2,"2860,88",8981
Bicicletas,Bikes em turnê,Touring-1000,Amarela,60,"1481,94",01/12/2019,Brasil,Paraíba,PB,Caldas Brandão,Nordeste,2,"2860,88",8982
Bicicletas,Bicicletas de montanha,Mountain-200,Preto,42,"1251,98",01/04/2020,Brasil,Rio Grande do Sul,RS,Pedras Altas,Sul,2,"4589,98",8983
Bicicletas,Bikes em turnê,Touring-2000,Azul,50,"755,15",01/12/2019,Brasil,Bahia,BA,Angical,Nordeste,2,"1457,82",8984
Bicicletas,Bikes em turnê,Touring-2000,Azul,60,"755,15",01/12/2019,Brasil,São Paulo,SP,Brotas,Sudeste,2,"1457,82",8985
Bicicletas,Bicicletas de montanha,Mountain-400-W,Prata,40,"419,78",01/04/2020,Brasil,São Paulo,SP,Riversul,Sudeste,2,"1538,98",8986
Bicicletas,Bikes em turnê,Touring-3000,Azul,62,"461,44",01/12/2019,Brasil,Piauí,PI,Piripiri,Norte,2,"890,82",8987
Bicicletas,Bikes em turnê,Touring-3000,Amarela,44,"461,44",01/12/2019,Brasil,São Paulo,SP,Catiguá,Sudeste,2,"890,82",8988
Bicicletas,Bicicletas de estrada,Road-350-W,Amarela,40,"1082,51",01/04/2020,Brasil,São Paulo,SP,Ilha Solteira,Sudeste,2,"3401,98",8989
Bicicletas,Bicicletas de estrada,Road-350-W,Amarela,42,"1082,51",01/04/2020,Brasil,Maranhão,MA,Jatobá,Nordeste,2,"3401,98",8990
Bicicletas,Bikes em turnê,Touring-3000,Amarela,62,"461,44",01/12/2019,Brasil,Rio de Janeiro,RJ,Angra dos Reis,Sudeste,2,"890,82",8991
Bicicletas,Bicicletas de estrada,Road-350-W,Amarela,48,"1082,51",01/04/2020,Brasil,Mato Grosso,MT,Cuiabá,Centro-Oeste,2,"3401,98",8992
Bicicletas,Bicicletas de estrada,Road-550-W,Amarela,38,"713,08",01/04/2020,Brasil,Rio Grande do Sul,RS,Caibaté,Sul,2,"2240,98",8993
Bicicletas,Bicicletas de estrada,Road-550-W,Amarela,42,"713,08",01/04/2020,Brasil,Minas Gerais,MG,Sericita,Sudeste,2,"2240,98",8994
Componentes,Freios,Front Brakes,Prata,,"47,29",01/12/2019,Brasil,Minas Gerais,MG,Medina,Sudeste,2,"127,8",8995
Bicicletas,Bicicletas de estrada,Road-750,Preto,44,"343,65",01/04/2020,Brasil,Goiás,GO,Israelândia,Centro-Oeste,2,"1079,98",8996
Componentes,Guidão,HL Touring Handlebars,,,"40,66",01/12/2019,Brasil,Bahia,BA,Taperoá,Nordeste,2,"109,88",8997
Bicicletas,Bicicletas de estrada,Road-750,Preto,52,"343,65",01/04/2020,Brasil,São Paulo,SP,Lençóis Paulista,Sudeste,2,"1079,98",8998
Componentes,Pedais,Touring Pedal,Prata/Preto,,"35,96",01/12/2019,Brasil,Maranhão,MA,Lago do Junco,Nordeste,2,"97,19",8999
Componentes,Quadros de turismo,HL Touring Frame,Azul,54,"601,74",01/12/2019,Brasil,Minas Gerais,MG,Extrema,Sudeste,2,"1204,69",9000
Componentes,Quadros de turismo,HL Touring Frame,Amarela,54,"601,74",01/12/2019,Brasil,Rio Grande do Sul,RS,Alto Alegre,Sul,2,"1204,69",9001
Acessórios,Garrafas e Gaiolas,Road Bottle Cage,,,"3,36",01/12/2019,Brasil,Santa Catarina,SC,Lacerdópolis,Sul,1,"8,99",9002
Acessórios,Pára-lamas,Fender Set - Mountain,,,"8,22",01/12/2019,Brasil,Bahia,BA,Livramento de Nossa Senhora,Nordeste,1,"21,98",9003
Acessórios,Pneus e Tubos,LL Mountain Tire,,,"9,35",01/12/2019,Brasil,Paraíba,PB,Alcantil,Nordeste,1,"24,99",9004
Acessórios,Pneus e Tubos,Patch kit,,,"0,86",01/12/2019,Brasil,São Paulo,SP,Santo Antônio do Pinhal,Sudeste,1,"2,29",9005
Acessórios,Pneus e Tubos,Road Tire Tube,,,"1,49",01/12/2019,Brasil,Piauí,PI,Palmeira do Piauí,Norte,1,"3,99",9006
Bicicletas,Bicicletas de montanha,Mountain-500,Preto,48,"294,58",01/12/2019,Brasil,Minas Gerais,MG,Olaria,Sudeste,1,"539,99",9007
Bicicletas,Bicicletas de estrada,Road-550-W,Amarela,40,"713,08",01/12/2019,Brasil,Bahia,BA,Candiba,Nordeste,1,"1120,49",9008
Bicicletas,Bicicletas de estrada,Road-750,Preto,44,"343,65",01/12/2019,Brasil,Goiás,GO,Mambaí,Centro-Oeste,1,"539,99",9009
Bicicletas,Bikes em turnê,Touring-1000,Azul,50,"1481,94",01/12/2019,Brasil,Paraná,PR,Godoy Moreira,Sul,1,"1430,44",9010
Bicicletas,Bikes em turnê,Touring-1000,Amarela,54,"1481,94",01/12/2019,Brasil,Pará,PA,Jacundá,Norte,1,"1430,44",9011
Bicicletas,Bikes em turnê,Touring-3000,Amarela,62,"461,44",01/04/2020,Brasil,Paraíba,PB,Nazarezinho,Nordeste,2,"1187,76",9012
Bicicletas,Bikes em turnê,Touring-2000,Azul,46,"755,15",01/12/2019,Brasil,Minas Gerais,MG,Uberaba,Sudeste,1,"728,91",9013
Bicicletas,Bikes em turnê,Touring-2000,Azul,54,"755,15",01/12/2019,Brasil,Paraíba,PB,Barra de Santana,Nordeste,1,"728,91",9014
Bicicletas,Bikes em turnê,Touring-3000,Azul,50,"461,44",01/12/2019,Brasil,Minas Gerais,MG,Pedra do Anta,Sudeste,1,"445,41",9015
Roupas,Cápsulas,Cycling Cap,Multi,,"6,92",01/04/2020,Brasil,Minas Gerais,MG,São José do Divino,Sudeste,2,"17,98",9016
Roupas,Meias,Racing Socks,Branca,Médio,"3,36",01/12/2019,Brasil,Paraíba,PB,Cacimba de Areia,Nordeste,1,"8,99",9017
Roupas,Luvas,Half-Finger Gloves,Preto,Grande,"9,16",01/04/2020,Brasil,Amazonas,AM,Apuí,Norte,2,"48,98",9018
Bicicletas,Bikes em turnê,Touring-1000,Azul,46,"1481,94",01/01/2020,Brasil,Bahia,BA,Santa Maria da Vitória,Nordeste,2,"2860,88",9019
Roupas,Luvas,Half-Finger Gloves,Preto,Médio,"9,16",01/04/2020,Brasil,Santa Catarina,SC,Ibirama,Sul,2,"48,98",9020
Bicicletas,Bikes em turnê,Touring-1000,Amarela,60,"1481,94",01/01/2020,Brasil,Piauí,PI,Morro do Chapéu do Piauí,Norte,2,"2860,88",9021
Roupas,Camisolas,Short-Sleeve Classic Jersey,Amarela,Grande,"41,57",01/04/2020,Brasil,Bahia,BA,Brejolândia,Nordeste,2,"107,98",9022
Acessórios,Bicicletários,Hitch Rack - 4-Bike,,,"44,88",01/01/2020,Brasil,Mato Grosso do Sul,MS,Camapuã,Centro-Oeste,1,120,9023
Acessórios,Garrafas e Gaiolas,Mountain Bottle Cage,,,"3,74",01/01/2020,Brasil,Bahia,BA,Baixa Grande,Nordeste,1,"9,99",9024
Acessórios,Garrafas e Gaiolas,Water Bottle,,,"1,87",01/01/2020,Brasil,Bahia,BA,Lajedo do Tabocal,Nordeste,1,"4,99",9025
Roupas,Camisolas,Short-Sleeve Classic Jersey,Amarela,Pequeno,"41,57",01/04/2020,Brasil,Goiás,GO,Anicuns,Centro-Oeste,2,"64,79",9026
Acessórios,Pára-lamas,Fender Set - Mountain,,,"8,22",01/01/2020,Brasil,São Paulo,SP,Iacanga,Sudeste,1,"21,98",9027
Roupas,Camisolas,Short-Sleeve Classic Jersey,Amarela,Extra Grande,"41,57",01/04/2020,Brasil,Rondônia,RO,Espigão D'Oeste,Norte,2,"107,98",9028
Roupas,Coletes,Classic Vest,Azul,Médio,"23,75",01/04/2020,Brasil,Paraíba,PB,Princesa Isabel,Nordeste,2,"76,2",9029
Acessórios,Capacetes,Sport-100,Vermelho,,"13,09",01/01/2020,Brasil,Piauí,PI,Joca Marques,Norte,1,"34,99",9030
Acessórios,Pacotes de hidratação,Hydration Pack,Prata,70,"20,57",01/01/2020,Brasil,Rondônia,RO,Rolim de Moura,Norte,1,"54,99",9031
